"OriginalPath","DestinationPath","Bytes","SHA256","Status"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/chart_19_training_curve_7.jpg","_sources/model-reports/deepseek/deepseek-coder/images/chart_19_training_curve_7.jpg","28596","3173df352a80356628f1965294fc542e1d7e13a035f0c7fe5f60787a78514ac2","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/chart_20_training_curve_8.jpg","_sources/model-reports/deepseek/deepseek-coder/images/chart_20_training_curve_8.jpg","27929","9fa3a7f2b6cdb8fe773d46df245b0712a46204fac77a1d85b94e2648db94227e","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/curve.pdf","_sources/model-reports/deepseek/deepseek-coder/images/curve.pdf","70004","e300dbb0482be96ae254a007bb45fb9a3b5106a363e58e3e63f8fd25af98f89d","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/data_clean_pipeline.pdf","_sources/model-reports/deepseek/deepseek-coder/images/data_clean_pipeline.pdf","271504","4a8ad06308eaacef250bcab9f92e33c418b8653382a81cb366e566a5973319a8","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/example.png","_sources/model-reports/deepseek/deepseek-coder/images/example.png","326992","c9e815070d928c0c4be40e8c0c6d6e4543b2b369d39ef921b2f9183ef6c7cdca","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig01_language_radar.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig01_language_radar.jpg","39183","79a57c5c166015f3183ea8d2fc81410f974a9dad298bcace63ce0d41c400fc45","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig01_leetcode_contest.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig01_leetcode_contest.jpg","41279","78af8b1b62e76312e3391b5166c7254333a8e68798aa6d4700c801f9a5d0161c","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig02_dataset_creation.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig02_dataset_creation.jpg","18556","e3c8559754003e1ae863d1fa96006a95700da653768f8593aabd6c82d755df39","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig03_humaneval_pass1.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig03_humaneval_pass1.jpg","19514","164fafbc3f2ad7b959cbfa44f8d3784bddb5ae1ad691ed9d1f483bee493d8277","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig03_humanfim_pass1.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig03_humanfim_pass1.jpg","17752","864f910a9033bfa8cecc2f673f7976a8adb17b45b03eb634934da6218d37afa5","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig03_mbpp_pass1.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig03_mbpp_pass1.jpg","20573","49bbbcbc786c0470d0a136b07e0997b8ab75736fce8ab2070a3e22ee254dbe67","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig04_snake_game_avatar1.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig04_snake_game_avatar1.jpg","1191","294840eb65fedd980ec8f76299713e5e392bce2498f6b05df002ce3b6bb574a5","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig04_snake_game_avatar2.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig04_snake_game_avatar2.jpg","1156","350a953a8c7bb26fbcd9e3ea5835c9bfc437e097829e5ac4c80b7c05f8bacde7","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig04_snake_game_multiturn.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig04_snake_game_multiturn.jpg","141654","3ce017e393ad7a12d9c5033f7d35d9cc0dcf31febc9bc94dbb89f25ec2a165c0","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig05_database_analysis.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig05_database_analysis.jpg","141382","d6a57145b0043d4079e90fbe4a18ede10f446c68dda2afbfb1ca3971b5167b70","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig06_leetcode_example.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig06_leetcode_example.jpg","95800","406a91623e188e57a71b1d3f497d6717f48de889f9a19b5badeaca6ab9941807","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fig07_training_benchmark.jpg","_sources/model-reports/deepseek/deepseek-coder/images/fig07_training_benchmark.jpg","255083","418626734867c4f7c9c7d082550871afa2aca5e7f65592965b2a1ecf4e74fb94","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_01_language_radar.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_01_language_radar.jpg","39036","1555c9121af3ed1aade1d11552f876c24aa0389a46d87f636bd1490431388ef2","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_02_leetcode_contest_bar.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_02_leetcode_contest_bar.jpg","40683","dd75ab39484b8eb76b785a0576fb6e6cb4fc4a94b6615aa9b854595858144f87","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_03_dataset_creation_pipeline.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_03_dataset_creation_pipeline.jpg","19980","2cbc21896b1fd8c66e1a7bf0e0c68473b985ed6e3e231ca69d63dc9617516d51","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_07_multiturn_snake_game.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_07_multiturn_snake_game.jpg","142751","58c442ea9f3daa59103d27216d2003fdc4bc44cb0382d499e0e63d3f54d9ebaf","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_08_database_analysis_case.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_08_database_analysis_case.jpg","139599","75fcab50409cadb641b65c1a1032ea05879fc797df07ee798fd1532c37770f64","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_09_leetcode_case_header.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_09_leetcode_case_header.jpg","1044","c5ff5abb029b447aaacb0e1b5f321c48ff63eef9ebafbd81fa01db2cf37fb887","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_10_leetcode_case_problem.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_10_leetcode_case_problem.jpg","896","73abab8de9e446b622822d29fef8a13b16b5445db25a0a074d05c7027d9129d6","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_11_leetcode_case_solution.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_11_leetcode_case_solution.jpg","1797","bec9090f19a9192e042f4aac22c71d0336cd61e3519a6ff40478f4a197a9c1a9","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_21_unknown_asset_01.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_21_unknown_asset_01.jpg","38611","05f3ccd053c938e28e25a66dd81df6bfa96334ea6e9719907ea5409e383b28a3","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_22_unknown_asset_02.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_22_unknown_asset_02.jpg","10791","1cee89ebc4638ad1519677bbbc3ba562f3eb7eec7b6d40a13ffdf6bc8399d550","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_23_unknown_asset_03.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_23_unknown_asset_03.jpg","69109","70993c7256cd33aa480070401bd614865580c53f0e79d9f2ad68094095cee2f8","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_24_unknown_asset_04.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_24_unknown_asset_04.jpg","62995","bdcb869001765ec0b1f11f611e12efe4e7e38556a36d08f3fcb9fa72b33edf9a","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_25_unknown_asset_05.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_25_unknown_asset_05.jpg","89322","e6969483b8c717ec0d1f2c5afc00c29290125551ab0fa8a5ed039cdc2ba1ebe5","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_26_unknown_asset_06.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_26_unknown_asset_06.jpg","102422","9a959240fb4325ed5cc2b2f06392377373ffef1134d452905fd6f9ed6ac1da0b","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_27_unknown_asset_07.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_27_unknown_asset_07.jpg","63898","67a4de55fd5c4d40c6a3b696194cf25ae84de29985b449138db33413a63b8bc3","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_28_unknown_asset_08.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_28_unknown_asset_08.jpg","121804","48dfad4190d715263d82392adaf34a2b916a390f5dd5a3a7be7d799240b91c80","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_29_unknown_asset_09.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_29_unknown_asset_09.jpg","99876","178c08ce7b15d212424569a9cee863b5fd324f62a356319c0abee4e00e0bb52c","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_30_unknown_asset_10.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_30_unknown_asset_10.jpg","167336","255ddf8e84dce4e5e36dda33b93568b937fd82103212c57e2be680ea11b9597c","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/figure_31_unknown_asset_11.jpg","_sources/model-reports/deepseek/deepseek-coder/images/figure_31_unknown_asset_11.jpg","271041","fa29a3d87844aa2a89736ea79a7e5ff9e64215fa68540cbd7d85a5381d5f8085","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/fim.pdf","_sources/model-reports/deepseek/deepseek-coder/images/fim.pdf","18234","248ddc63657002d26fd3f602a1d4cc789ceb47b24dfcef1cfd5f1ff83f592160","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/PLT.png","_sources/model-reports/deepseek/deepseek-coder/images/PLT.png","700199","2b58d66dc6c76945089c23988a5c38219490f79739bcbb9beae149e7dcb3ac7b","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_01.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_01.jpg","11044","1edc05f02aa9723c8d7135056190e9df46bb2467200da6c4f9bb766772d0888b","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_02.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_02.jpg","170362","8cdfd8a21344f3241803948ea77a5e654383b7f6562046feadda6ecadff6caf5","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_03.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_03.jpg","63933","2bbfbb4548d13eac15649aebb2a1769145b9922cf497c8968a4ee9a5506fa50a","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_04.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_04.jpg","99195","faa7cb4166fafe2562980ef960e1c8bda5807df7db8df273345c6a1e9def0b23","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_05.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_05.jpg","268889","4765566d91538342c47bf24d070c1a0d3b224160d8f660755e15d635be42507a","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_06.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_06.jpg","65603","ddf2d5b8f989d3a95ba8a103f1272c4839d1bf2ee55294f2a1058cdba55c1fcd","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_07.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_07.jpg","37288","b0fa2861f256922053eb6e42c328a05fab89976abd362a78d2db20f968df7697","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_08.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_08.jpg","83542","6543ae3b82014a1c8b2472503a25adc3aff98592e447440718580352d480491e","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_09.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_09.jpg","62714","49e47524f94ffe5ee80999ff12dc95399c57b0bf5c9fae0fce45d6ad6dcd1ab3","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_10.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_10.jpg","98605","a15fcd462e8db11019269315b6b82570cf7c52b955f75539774c0840fbaa0c1f","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/images/unused_11.jpg","_sources/model-reports/deepseek/deepseek-coder/images/unused_11.jpg","116006","76f7a8855288963cb0b1452c5430f8a02a8ac1ea5bdedd5fdd1aa42f3f9a2ebe","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/01-DeepSeek-Coder/pdfs/DeepSeek-Coder.pdf","_sources/model-reports/deepseek/deepseek-coder/pdfs/DeepSeek-Coder.pdf","1911399","f29f711cb4fc6f7776dd150e16370604d9a4068227b6545d08a44caad7ae6cbe","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/image/1779203060475.png","_sources/model-reports/deepseek/deepseek-math/image/1779203060475.png","105773","e948d24f7d29ccfa5d8d54aa6ce3db7d152f135777b15fe8518d5043534ab2e0","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/chart_03_corpus_curve_1.jpg","_sources/model-reports/deepseek/deepseek-math/images/chart_03_corpus_curve_1.jpg","30129","167b54f02b12139e05e948c5f0cad3ff37c76ccfffc0ee8e58b633921bbedbad","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/chart_04_corpus_curve_2.jpg","_sources/model-reports/deepseek/deepseek-math/images/chart_04_corpus_curve_2.jpg","26782","f17c0e543cd21ec5698cc57c4d2b3f581be7071fe81ee90351794cd6bd47072e","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/chart_05_corpus_curve_3.jpg","_sources/model-reports/deepseek/deepseek-math/images/chart_05_corpus_curve_3.jpg","30368","7d7789f51bb2b5cd935635e80cda7ab60caf8c6d037b994c5a0862a486e29f1c","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/chart_06_corpus_curve_4.jpg","_sources/model-reports/deepseek/deepseek-math/images/chart_06_corpus_curve_4.jpg","33193","ed1e31cd4cda13acbb4347d240bfd35c24b6fc9c870601b219468659ae0ba3be","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/chart_11_maj_pass_gsm8k.jpg","_sources/model-reports/deepseek/deepseek-math/images/chart_11_maj_pass_gsm8k.jpg","35754","29a3c2dbf46bbd0ef4aa8115247920072709a641622c40eec1b6dc0f66a8ae72","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/chart_12_maj_pass_math.jpg","_sources/model-reports/deepseek/deepseek-math/images/chart_12_maj_pass_math.jpg","35954","185f40b609654d5f9da80590475b9a43e94531ab5c9fb503b7d26f3d82b5bbd5","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/combined_figure_rl.pdf","_sources/model-reports/deepseek/deepseek-math/images/combined_figure_rl.pdf","19888","01701f37bc6042cd46527bec4dfcd60edbebc893156a270ee222f3d9b10ffd6b","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/combined_MAJ_PASS.pdf","_sources/model-reports/deepseek/deepseek-math/images/combined_MAJ_PASS.pdf","23048","a6b6cf0e426ec2d6732497356788a3de99ac78054c1f0d49e32649877cb3d162","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/corpus_comparisons.png","_sources/model-reports/deepseek/deepseek-math/images/corpus_comparisons.png","794320","cdf87059a5a7ca7366d34431c0e01227e9d4342bbeeb05dc94a83f9f8851fdd2","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/data_pipeline.pdf","_sources/model-reports/deepseek/deepseek-math/images/data_pipeline.pdf","471769","f0f160e26c49f9fa12e81cfd3db76c61035b698ceade965b06657b7948f7ec19","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/demo_figure_1.png","_sources/model-reports/deepseek/deepseek-math/images/demo_figure_1.png","861289","630fe5e5f252514415b743a90d44e5130e3c5c560bae0ebaeb429a92c2953a37","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/demo_figure_2.png","_sources/model-reports/deepseek/deepseek-math/images/demo_figure_2.png","910650","39c8ed37231bbc4c583051b08b9b0dd7570a7970742cc7cfc59587cbf2a98fdd","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/fig01_math_benchmark.jpg","_sources/model-reports/deepseek/deepseek-math/images/fig01_math_benchmark.jpg","47345","8cb6c9b53e8127c6b1030efd8c8b7d90f696ced2fbb654a2b31f10c2b29d2258","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/fig02_data_pipeline.jpg","_sources/model-reports/deepseek/deepseek-math/images/fig02_data_pipeline.jpg","69807","04d77bc8385d0998f9bd134b687053949ac1f5725fb41e02cb646c380b82b23e","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/fig03_benchmark_curves.jpg","_sources/model-reports/deepseek/deepseek-math/images/fig03_benchmark_curves.jpg","131568","f0cb7acc0bc98d2fc6148dae96845860df0bba4310c6ca5d6558066779517594","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/fig04_ppo_grpo_demo.jpg","_sources/model-reports/deepseek/deepseek-math/images/fig04_ppo_grpo_demo.jpg","66532","38a24be2b74806892a1455aa6eecab1360502f94f58a9e5ca5cf8adf4f81e4a2","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/fig05_methods_comparison.jpg","_sources/model-reports/deepseek/deepseek-math/images/fig05_methods_comparison.jpg","94128","9fe1031004a1fb91bec93efd39d1cf6af5ad4ba80429e03cf65e1e873d179b4d","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/fig06_iterative_rl.jpg","_sources/model-reports/deepseek/deepseek-math/images/fig06_iterative_rl.jpg","73508","8b69fbd2d44a6a96efb7381cdcffb6b9a12c6a099a8d078471a31c58025f5be6","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/fig07_maj_pass_at_k.jpg","_sources/model-reports/deepseek/deepseek-math/images/fig07_maj_pass_at_k.jpg","93121","dfbf80f60abebadb76021841481a3730f941e2abdb15ea33b4800b71ae7a115b","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_01_math_benchmark_progress.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_01_math_benchmark_progress.jpg","48632","ea19f19eee0e78b7010519c2c7a7d740f52971b0f1aa0270ee60491630645c0e","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_02_data_collection_pipeline.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_02_data_collection_pipeline.jpg","70745","0da8d4ffa15609c1e209dc7871807db0084cc58b4639f2274fd84bc6c4991976","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_07_ppo_grpo_demo.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_07_ppo_grpo_demo.jpg","68194","3299be53be1852c26613e5e1be70f1568230828e63f83a31a5b0418aff52fece","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_08_methods_comparison.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_08_methods_comparison.jpg","93187","1628392992754b23485715b9baa2c373bc575f76839e27814b4c6b3e6d0081f8","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_09_iterative_rl.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_09_iterative_rl.jpg","73180","0e550b9953c35d0dec599309bc32c0b35476269da5c70567b37af5c5d6fc9cfd","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_10_maj_pass_intro.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_10_maj_pass_intro.jpg","10609","5ba1f8f4c95a26c3f8ed0a92be485b17f6bb1ac043539e7a3a27bef81a4b492c","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_13_unknown_asset_01.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_13_unknown_asset_01.jpg","42294","0ede420fb65ff50c8c6875007cfbf29cb700630209616421569cb9b88d8202c5","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_14_unknown_asset_02.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_14_unknown_asset_02.jpg","11181","8dbc1321d02d537f86552dcb35662bf81d0b4ebf3eca33ac848df8818b5c4675","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_15_unknown_asset_03.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_15_unknown_asset_03.jpg","60061","6be399454d8b30ef2e40c70db1f4424e124993172e62a8b78d123aead7a729a2","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_16_unknown_asset_04.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_16_unknown_asset_04.jpg","109885","b215612a110e98c03d396b7d6cd91f2e64340ebd71a8159e8dbf70e6bf4ba857","verified"
"14-主流开源模型全景解析与技术报告精读/14.1-DeepSeek/02-DeepSeek-Math/images/figure_17_unknown_asset_05.jpg","_sources/model-reports/deepseek/deepseek-math/images/figure_17_unknown_asset_05.jpg","10615","58ab636e5406ae52a66066faefd31f2007a7bf976ce3d4b82b2333e265a24640","verified"
